symbol,price,quantity,timestamp
ETHUSDT,4594.69000000,0.00120000,2025-08-28T11:59:45.816Z
SOLUSDT,213.12000000,0.13500000,2025-08-28T11:59:45.962Z
SOLUSDT,213.12000000,1.28600000,2025-08-28T11:59:45.962Z
ETHUSDT,4594.69000000,0.00120000,2025-08-28T11:59:45.816Z
ETHUSDT,4594.69000000,0.00120000,2025-08-28T11:59:45.816Z
ETHUSDT,4594.69000000,0.00120000,2025-08-28T11:59:45.816Z
ETHUSDT,4594.69000000,0.00120000,2025-08-28T11:59:45.816Z
ETHUSDT,4594.69000000,0.01880000,2025-08-28T11:59:45.816Z
ETHUSDT,4594.69000000,0.00120000,2025-08-28T11:59:45.816Z
ETHUSDT,4594.69000000,0.00120000,2025-08-28T11:59:45.816Z
ETHUSDT,4594.69000000,0.00120000,2025-08-28T11:59:45.816Z
BTCUSDT,112909.17000000,0.00016000,2025-08-28T11:59:46.686Z
BTCUSDT,112909.17000000,0.00200000,2025-08-28T11:59:47.202Z
ETHUSDT,4594.70000000,0.00440000,2025-08-28T11:59:47.611Z
ETHUSDT,4594.69000000,0.24980000,2025-08-28T11:59:47.646Z
SOLUSDT,213.12000000,0.11100000,2025-08-28T11:59:47.639Z
ETHUSDT,4594.70000000,0.02380000,2025-08-28T11:59:48.172Z
ETHUSDT,4594.70000000,0.01110000,2025-08-28T11:59:48.350Z
BTCUSDT,112909.18000000,0.00734000,2025-08-28T11:59:48.443Z
BTCUSDT,112909.18000000,0.00104000,2025-08-28T11:59:48.737Z
BTCUSDT,112909.17000000,0.07974000,2025-08-28T11:59:48.821Z
